ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations
S0230,ZeroT,"[ZeroT](https://attack.mitre.org/software/S0230) is a Trojan used by [TA459](https://attack.mitre.org/groups/G0062), often in conjunction with [PlugX](https://attack.mitre.org/software/S0013). (Citation: Proofpoint TA459 April 2017) (Citation: Proofpoint ZeroT Feb 2017)",https://attack.mitre.org/software/S0230,18 April 2018,30 March 2020,1.1,,Windows,,malware,"(Citation: Proofpoint TA459 April 2017),,(Citation: Proofpoint ZeroT Feb 2017),(Citation: Proofpoint TA459 April 2017)"
S0027,Zeroaccess,"[Zeroaccess](https://attack.mitre.org/software/S0027) is a kernel-mode [Rootkit](https://attack.mitre.org/techniques/T1014) that attempts to add victims to the ZeroAccess botnet, often for monetary gain. (Citation: Sophos ZeroAccess)",https://attack.mitre.org/software/S0027,31 May 2017,17 October 2018,1.0,,,,malware,",,(Citation: Sophos ZeroAccess),(Citation: Ciubotariu 2014)"
S0330,Zeus Panda,"[Zeus Panda](https://attack.mitre.org/software/S0330) is a Trojan designed to steal banking information and other sensitive credentials for exfiltration. [Zeus Panda](https://attack.mitre.org/software/S0330)’s original source code was leaked in 2011, allowing threat actors to use its source code as a basis for new malware variants. It is mainly used to target Windows operating systems ranging from Windows XP through Windows 10.(Citation: Talos Zeus Panda Nov 2017)(Citation: GDATA Zeus Panda June 2017)",https://attack.mitre.org/software/S0330,29 January 2019,18 August 2021,1.2,,Windows,,malware,",,(Citation: Talos Zeus Panda Nov 2017),(Citation: GDATA Zeus Panda June 2017)"
S0672,Zox,[Zox](https://attack.mitre.org/software/S0672) is a remote access tool that has been used by [Axiom](https://attack.mitre.org/groups/G0001) since at least 2008.(Citation: Novetta-Axiom),https://attack.mitre.org/software/S0672,09 January 2022,15 April 2022,1.0,,Windows,"Gresim, ZoxPNG, ZoxRPC",malware,"(Citation: Novetta-Axiom),,(Citation: Novetta-Axiom)"
S0412,ZxShell,"[ZxShell](https://attack.mitre.org/software/S0412) is a remote administration tool and backdoor that can be downloaded from the Internet, particularly from Chinese hacker websites. It has been used since at least 2004.(Citation: FireEye APT41 Aug 2019)(Citation: Talos ZxShell Oct 2014)",https://attack.mitre.org/software/S0412,24 September 2019,15 April 2022,1.2,,Windows,Sensocode,malware,"(Citation: Talos ZxShell Oct 2014),(Citation: Cisco Group 72),(Citation: Secureworks BRONZEUNION Feb 2019),(Citation: FireEye APT41 Aug 2019),,(Citation: Talos ZxShell Oct 2014),(Citation: Secureworks BRONZEUNION Feb 2019),(Citation: FireEye APT41 Aug 2019)"
S1013,ZxxZ,"[ZxxZ](https://attack.mitre.org/software/S1013) is a trojan written in Visual C++ that has been used by [BITTER](https://attack.mitre.org/groups/G1002) since at least August 2021, including against Bangladeshi government personnel.(Citation: Cisco Talos Bitter Bangladesh May 2022)",https://attack.mitre.org/software/S1013,02 June 2022,02 June 2022,1.0,,Windows,,malware,"(Citation: Cisco Talos Bitter Bangladesh May 2022),,(Citation: Cisco Talos Bitter Bangladesh May 2022)"
S0202,adbupd,[adbupd](https://attack.mitre.org/software/S0202) is a backdoor used by [PLATINUM](https://attack.mitre.org/groups/G0068) that is similar to [Dipsind](https://attack.mitre.org/software/S0200). (Citation: Microsoft PLATINUM April 2016),https://attack.mitre.org/software/S0202,18 April 2018,30 March 2020,1.1,Ryan Becwar,Windows,,malware,"(Citation: Microsoft PLATINUM April 2016),,(Citation: Microsoft PLATINUM April 2016)"
S0110,at,[at](https://attack.mitre.org/software/S0110) is used to schedule tasks on a system to run at a specified date or time.(Citation: TechNet At)(Citation: Linux at),https://attack.mitre.org/software/S0110,31 May 2017,22 September 2022,1.3,,"Linux, Windows, macOS",at.exe,tool,"(Citation: FireEye APT40 March 2019),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Cybereason Soft Cell June 2019),(Citation: McAfee Night Dragon),(Citation: TechNet At),(Citation: Linux at)"
S0471,build_downer,[build_downer](https://attack.mitre.org/software/S0471) is a downloader that has been used by [BRONZE BUTLER](https://attack.mitre.org/groups/G0060) since at least 2019.(Citation: Trend Micro Tick November 2019),https://attack.mitre.org/software/S0471,10 June 2020,24 June 2020,1.0,,Windows,,malware,"(Citation: Trend Micro Tick November 2019),,(Citation: Trend Micro Tick November 2019)"
S1043,ccf32,"[ccf32](https://attack.mitre.org/software/S1043) is data collection malware that has been used since at least February 2019, most notably during the [FunnyDream](https://attack.mitre.org/campaigns/C0007) campaign; there is also a similar x64 version.(Citation: Bitdefender FunnyDream Campaign November 2020)",https://attack.mitre.org/software/S1043,22 September 2022,10 October 2022,1.0,,Windows,,malware,",(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Bitdefender FunnyDream Campaign November 2020)"
S0160,certutil,[certutil](https://attack.mitre.org/software/S0160) is a command-line utility that can be used to obtain certificate authority information and configure Certificate Services. (Citation: TechNet Certutil),https://attack.mitre.org/software/S0160,14 December 2017,16 August 2021,1.2,,Windows,certutil.exe,tool,"(Citation: Unit 42 Sofacy Feb 2018),(Citation: FireEye APT41 March 2020),(Citation: Rancor Unit42 June 2018),(Citation: Trend Micro DRBControl February 2020),(Citation: Symantec Waterbug Jun 2019),(Citation: FireEye APT10 Sept 2018),(Citation: Accenture Hogfish April 2018),(Citation: Symantec Cicada November 2020),(Citation: Cybersecurity Advisory GRU Brute Force Campaign July 2021),(Citation: TrendMicro EarthLusca 2022),(Citation: Malwarebytes Higaisa 2020),(Citation: FireEye APT34 Dec 2017),(Citation: PTSecurity Higaisa 2020),,(Citation: Palo Alto Retefe),(Citation: LOLBAS Certutil),(Citation: Malwarebytes Targeted Attack against Saudi Arabia),(Citation: TechNet Certutil)"
S0106,cmd,"[cmd](https://attack.mitre.org/software/S0106) is the Windows command-line interpreter that can be used to interact with systems and execute other processes and utilities. (Citation: TechNet Cmd)

Cmd.exe contains native functionality to perform many operations to interact with the system, including listing files in a directory (e.g., <code>dir</code> (Citation: TechNet Dir)), deleting files (e.g., <code>del</code> (Citation: TechNet Del)), and copying files (e.g., <code>copy</code> (Citation: TechNet Copy)).",https://attack.mitre.org/software/S0106,31 May 2017,13 October 2022,1.2,,Windows,cmd.exe,tool,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Dell Lateral Movement),(Citation: Microsoft GALLIUM December 2019),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Symantec Orangeworm April 2018),(Citation: Cybereason Soft Cell June 2019),(Citation: McAfee Honeybee),(Citation: TechNet Del),(Citation: TechNet Cmd),(Citation: TechNet Copy),(Citation: TechNet Dir)"
S0472,down_new, [down_new](https://attack.mitre.org/software/S0472) is a downloader that has been used by [BRONZE BUTLER](https://attack.mitre.org/groups/G0060) since at least 2019.(Citation: Trend Micro Tick November 2019),https://attack.mitre.org/software/S0472,10 June 2020,24 June 2020,1.0,,Windows,,malware,"(Citation: Trend Micro Tick November 2019),,(Citation: Trend Micro Tick November 2019)"
S0105,dsquery,[dsquery](https://attack.mitre.org/software/S0105) is a command-line utility that can be used to query Active Directory for information from a system within a domain. (Citation: TechNet Dsquery) It is typically installed only on Windows Server versions but can be installed on non-server variants through the Microsoft-provided Remote Server Administration Tools bundle.,https://attack.mitre.org/software/S0105,31 May 2017,13 October 2022,1.3,,Windows,dsquery.exe,tool,"(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Cybereason OperationCuckooBees May 2022),(Citation: FoxIT Wocao December 2019),(Citation: Harmj0y Domain Trusts),(Citation: TechNet Dsquery)"
S0404,esentutl,[esentutl](https://attack.mitre.org/software/S0404) is a command-line tool that provides database utilities for the Windows Extensible Storage Engine.(Citation: Microsoft Esentutl),https://attack.mitre.org/software/S0404,03 September 2019,01 October 2021,1.2,"Edward Millington; Matthew Demaske, Adaptforward",Windows,esentutl.exe,tool,"(Citation: FireEye APT10 Sept 2018),(Citation: NCC Group Chimera January 2021),,(Citation: Cary Esentutl),(Citation: Red Canary 2021 Threat Detection Report March 2021),(Citation: LOLBAS Esentutl)"
S0095,ftp,[ftp](https://attack.mitre.org/software/S0095) is a utility commonly available with operating systems to transfer information over the File Transfer Protocol (FTP). Adversaries can use it to transfer other tools onto a system or to exfiltrate data.(Citation: Microsoft FTP)(Citation: Linux FTP),https://attack.mitre.org/software/S0095,31 May 2017,07 March 2022,2.0,,"Linux, Windows, macOS",ftp.exe,tool,"(Citation: FireEye APT41 March 2020),(Citation: FBI FLASH APT39 September 2020),(Citation: Baumgartner Naikon 2015),(Citation: Symantec Elfin Mar 2019),(Citation: Palo Alto OilRig Oct 2016),,(Citation: Microsoft FTP),(Citation: Linux FTP)"
S0032,gh0st RAT,[gh0st RAT](https://attack.mitre.org/software/S0032) is a remote access tool (RAT). The source code is public and it has been used by multiple groups.(Citation: FireEye Hacking Team)(Citation: Arbor Musical Chairs Feb 2018)(Citation: Nccgroup Gh0st April 2018),https://attack.mitre.org/software/S0032,31 May 2017,30 September 2022,3.1,,"Windows, macOS","Moudoor, Mydoor",malware,"(Citation: Bizeul 2014),(Citation: AhnLab Andariel Subgroup of Lazarus June 2018),(Citation: Proofpoint TA459 April 2017),(Citation: Cisco Group 72),(Citation: Villeneuve 2014),(Citation: Malwarebytes Higaisa 2020),(Citation: CISA AA21-200A APT40 July 2021),(Citation: Secureworks BRONZEUNION Feb 2019),(Citation: Novetta-Axiom),(Citation: FireEye APT41 Aug 2019),(Citation: RSA2017 Detect and Respond Adair),(Citation: Cylance Dust Storm),(Citation: Nccgroup Gh0st April 2018),(Citation: Arbor Musical Chairs Feb 2018),(Citation: Gh0stRAT ATT March 2019),(Citation: FireEye Hacking Team),(Citation: Alintanahin 2014)"
S0008,gsecdump,[gsecdump](https://attack.mitre.org/software/S0008) is a publicly-available credential dumper used to obtain password hashes and LSA secrets from Windows operating systems. (Citation: TrueSec Gsecdump),https://attack.mitre.org/software/S0008,31 May 2017,22 September 2022,1.2,,Windows,,tool,"(Citation: Bizeul 2014),(Citation: Dell TG-3390),(Citation: TrendMicro Tonto Team October 2020),(Citation: Mandiant APT1),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Symantec Tick Apr 2016),(Citation: McAfee Night Dragon),(Citation: TrueSec Gsecdump)"
S0071,hcdLoader,[hcdLoader](https://attack.mitre.org/software/S0071) is a remote access tool (RAT) that has been used by [APT18](https://attack.mitre.org/groups/G0026). (Citation: Dell Lateral Movement),https://attack.mitre.org/software/S0071,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: Dell Lateral Movement),(Citation: ThreatStream Evasion Analysis),,(Citation: Dell Lateral Movement),(Citation: ThreatStream Evasion Analysis)"
S0068,httpclient,"[httpclient](https://attack.mitre.org/software/S0068) is malware used by [Putter Panda](https://attack.mitre.org/groups/G0024). It is a simple tool that provides a limited range of functionality, suggesting it is likely used as a second-stage or supplementary/backup tool. (Citation: CrowdStrike Putter Panda)",https://attack.mitre.org/software/S0068,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: CrowdStrike Putter Panda),,(Citation: CrowdStrike Putter Panda)"
S0278,iKitten,[iKitten](https://attack.mitre.org/software/S0278) is a macOS exfiltration agent  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0278,17 October 2018,30 March 2020,1.1,,macOS,OSX/MacDownloader,malware,",,(Citation: objsee mac malware 2017)"
S0101,ifconfig,[ifconfig](https://attack.mitre.org/software/S0101) is a Unix-based utility used to gather information about and interact with the TCP/IP settings on a system. (Citation: Wikipedia Ifconfig),https://attack.mitre.org/software/S0101,31 May 2017,17 October 2018,1.0,,,,tool,",,"
S0100,ipconfig,"[ipconfig](https://attack.mitre.org/software/S0100) is a Windows utility that can be used to find information about a system's TCP/IP, DNS, DHCP, and adapter configuration. (Citation: TechNet Ipconfig)",https://attack.mitre.org/software/S0100,31 May 2017,12 October 2022,1.1,,,,tool,"(Citation: SecureWorks BRONZE UNION June 2017),(Citation: CISA SoreFang July 2016),(Citation: Cybereason Cobalt Kitty 2017),(Citation: NCC Group APT15 Alive and Strong),(Citation: Group IB APT 41 June 2021),(Citation: Mandiant APT1),(Citation: FireEye admin@338),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: Palo Alto OilRig May 2016),(Citation: Symantec Orangeworm April 2018),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: ClearSky Siamesekitten August 2021),(Citation: Zscaler Lyceum DnsSystem June 2022),(Citation: Cybereason Soft Cell June 2019),(Citation: Bitdefender FunnyDream Campaign November 2020),"
S0283,jRAT,"[jRAT](https://attack.mitre.org/software/S0283) is a cross-platform, Java-based backdoor originally available for purchase in 2012. Variants of [jRAT](https://attack.mitre.org/software/S0283) have been distributed via a software-as-a-service platform, similar to an online subscription model.(Citation: Kaspersky Adwind Feb 2016) (Citation: jRAT Symantec Aug 2018)",https://attack.mitre.org/software/S0283,17 October 2018,25 January 2021,2.1,,"Android, Linux, Windows, macOS","Adwind, AlienSpy, Frutas, JSocket, Sockrat, Trojan.Maljava, Unrecom, jBiFrost, jFrutas",malware,",,(Citation: Symantec Frutas Feb 2013),(Citation: Kaspersky Adwind Feb 2016),(Citation: jRAT Symantec Aug 2018)"
S1048,macOS.OSAMiner,"[macOS.OSAMiner](https://attack.mitre.org/software/S1048) is a Monero mining trojan that was first observed in 2018; security researchers assessed [macOS.OSAMiner](https://attack.mitre.org/software/S1048) may have been circulating since at least 2015. [macOS.OSAMiner](https://attack.mitre.org/software/S1048) is known for embedding one run-only AppleScript into another, which helped the malware evade full analysis for five years due to a lack of Apple event (AEVT) analysis tools.(Citation: SentinelLabs reversing run-only applescripts 2021)(Citation: VMRay OSAMiner dynamic analysis 2021)",https://attack.mitre.org/software/S1048,04 October 2022,19 October 2022,1.0,,macOS,,malware,",,(Citation: SentinelLabs reversing run-only applescripts 2021)"
S0175,meek,[meek](https://attack.mitre.org/software/S0175) is an open-source Tor plugin that tunnels Tor traffic through HTTPS connections.,https://attack.mitre.org/software/S0175,16 January 2018,09 February 2021,1.0,,"Linux, Windows, macOS",,tool,"(Citation: Mandiant No Easy Breach),,"
S0102,nbtstat,[nbtstat](https://attack.mitre.org/software/S0102) is a utility used to troubleshoot NetBIOS name resolution. (Citation: TechNet Nbtstat),https://attack.mitre.org/software/S0102,31 May 2017,17 October 2018,1.0,,,,tool,"(Citation: Kaspersky Turla),,"
S0108,netsh,[netsh](https://attack.mitre.org/software/S0108) is a scripting utility used to interact with networking components on local or remote systems. (Citation: TechNet Netsh),https://attack.mitre.org/software/S0108,31 May 2017,31 March 2020,1.1,,Windows,netsh.exe,tool,"(Citation: Cybereason Cobalt Kitty 2017),(Citation: US-CERT TA18-074A),(Citation: Novetta Blockbuster Loaders),(Citation: DFIR Report APT35 ProxyShell March 2022),(Citation: Baumgartner Naikon 2015),(Citation: Group-IB Anunak),,(Citation: Demaske Netsh Persistence),(Citation: Securelist fileless attacks Feb 2017),(Citation: TechNet Netsh Firewall),(Citation: TechNet Netsh)"
