reference,citation,url
Villeneuve 2011,"Villeneuve, N., Sancho, D. (2011). THE “LURID” DOWNLOADER. Retrieved November 12, 2014.",http://www.trendmicro.com/cloud-content/us/pdfs/security-intelligence/white-papers/wp_dissecting-lurid-apt.pdf
Villeneuve 2014,"Villeneuve, N., Homan, J. (2014, July 31). Spy of the Tiger. Retrieved September 29, 2015.",https://www.fireeye.com/blog/threat-research/2014/07/spy-of-the-tiger.html
Villeneuve et al 2014,"Villeneuve, N., Bennett, J. T., Moran, N., Haq, T., Scott, M., & Geers, K. (2014). OPERATION “KE3CHANG”: Targeted Attacks Against Ministries of Foreign Affairs. Retrieved November 12, 2014.",https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-operation-ke3chang.pdf
VirusBulletin Kimsuky October 2019,"Kim, J. et al. (2019, October). KIMSUKY GROUP: TRACKING THE KING OF THE SPEAR PHISHING. Retrieved November 2, 2020.",https://www.virusbulletin.com/virusbulletin/2020/03/vb2019-paper-kimsuky-group-tracking-king-spearphishing/
VirusTotal FAQ,"VirusTotal. (n.d.). VirusTotal FAQ. Retrieved May 23, 2019.",https://www.virustotal.com/en/faq/
Visa FIN6 Feb 2019,"Visa Public. (2019, February). FIN6 Cybercrime Group Expands Threat to eCommerce Merchants. Retrieved September 16, 2019.",https://usa.visa.com/dam/VCOM/global/support-legal/documents/fin6-cybercrime-group-expands-threat-To-ecommerce-merchants.pdf
Visa RawPOS March 2015,"Visa. (2015, March). Visa Security Alert: ""RawPOS"" Malware Targeting Lodging Merchants. Retrieved October 6, 2017.",https://usa.visa.com/dam/VCOM/download/merchants/alert-rawpos.pdf
Volatility Detecting Hooks Sept 2012,"Volatility Labs. (2012, September 24). MoVP 3.1 Detecting Malware Hooks in the Windows GUI Subsystem. Retrieved December 12, 2017.",https://volatility-labs.blogspot.com/2012/09/movp-31-detecting-malware-hooks-in.html
Volatility Phalanx2,"Case, A. (2012, October 10). Phalanx 2 Revealed: Using Volatility to Analyze an Advanced Linux Rootkit. Retrieved April 9, 2018.",https://volatility-labs.blogspot.com/2012/10/phalanx-2-revealed-using-volatility-to.html
Volexity Exchange Marauder March 2021,"Gruzweig, J. et al. (2021, March 2). Operation Exchange Marauder: Active Exploitation of Multiple Zero-Day Microsoft Exchange Vulnerabilities. Retrieved March 3, 2021.",https://www.volexity.com/blog/2021/03/02/active-exploitation-of-microsoft-exchange-zero-day-vulnerabilities/
Volexity InkySquid BLUELIGHT August 2021,"Cash, D., Grunzweig, J., Meltzer, M., Adair, S., Lancaster, T. (2021, August 17). North Korean APT InkySquid Infects Victims Using Browser Exploits. Retrieved September 30, 2021.",https://www.volexity.com/blog/2021/08/17/north-korean-apt-inkysquid-infects-victims-using-browser-exploits/
Volexity InkySquid RokRAT August 2021,"Cash, D., Grunzweig, J., Adair, S., Lancaster, T. (2021, August 25). North Korean BLUELIGHT Special: InkySquid Deploys RokRAT. Retrieved October 1, 2021.",https://www.volexity.com/blog/2021/08/24/north-korean-bluelight-special-inkysquid-deploys-rokrat/
Volexity Ocean Lotus November 2020,"Adair, S. and Lancaster, T. (2020, November 6). OceanLotus: Extending Cyber Espionage Operations Through Fake Websites. Retrieved November 20, 2020.",https://www.volexity.com/blog/2020/11/06/oceanlotus-extending-cyber-espionage-operations-through-fake-websites/
Volexity OceanLotus Nov 2017,"Lassalle, D., et al. (2017, November 6). OceanLotus Blossoms: Mass Digital Surveillance and Attacks Targeting ASEAN, Asian Nations, the Media, Human Rights Groups, and Civil Society. Retrieved November 6, 2017.",https://www.volexity.com/blog/2017/11/06/oceanlotus-blossoms-mass-digital-surveillance-and-exploitation-of-asean-nations-the-media-human-rights-and-civil-society/
Volexity Patchwork June 2018,"Meltzer, M, et al. (2018, June 07). Patchwork APT Group Targets US Think Tanks. Retrieved July 16, 2018.",https://www.volexity.com/blog/2018/06/07/patchwork-apt-group-targets-us-think-tanks/
Volexity PowerDuke November 2016,"Adair, S.. (2016, November 9). PowerDuke: Widespread Post-Election Spear Phishing Campaigns Targeting Think Tanks and NGOs. Retrieved January 11, 2017.",https://www.volexity.com/blog/2016/11/09/powerduke-post-election-spear-phishing-campaigns-targeting-think-tanks-and-ngos/
Volexity SolarWinds,"Cash, D. et al. (2020, December 14). Dark Halo Leverages SolarWinds Compromise to Breach Organizations. Retrieved December 29, 2020.",https://www.volexity.com/blog/2020/12/14/dark-halo-leverages-solarwinds-compromise-to-breach-organizations/
Volexity Virtual Private Keylogging,"Adair, S. (2015, October 7). Virtual Private Keylogging: Cisco Web VPNs Leveraged for Access and Persistence. Retrieved March 20, 2017.",https://www.volexity.com/blog/2015/10/07/virtual-private-keylogging-cisco-web-vpns-leveraged-for-access-and-persistence/
Vulnerability and Exploit Detector,"Kanthak, S.. (2016, July 20). Vulnerability and Exploit Detector. Retrieved February 3, 2017.",https://skanthak.homepage.t-online.de/sentinel.html
WHOIS,"NTT America. (n.d.). Whois Lookup. Retrieved October 20, 2020.",https://www.whois.net/
Wald0 Guide to GPOs,"Robbins, A. (2018, April 2). A Red Teamer’s Guide to GPOs and OUs. Retrieved March 5, 2019.",https://wald0.com/?p=179
Walmart Roberts Oct 2018,"Sayre, K., Ogden, H., Roberts, C. (2018, October 10). VBA Stomping — Advanced Maldoc Techniques. Retrieved September 17, 2020.",https://medium.com/walmartglobaltech/vba-stomping-advanced-maldoc-techniques-612c484ab278
Wardle Dylib Hijack Vulnerable Apps,"Patrick Wardle. (2019, July 2). Getting Root with Benign AppStore Apps. Retrieved March 31, 2021.",https://objective-see.com/blog/blog_0x46.html
Wardle Dylib Hijacking OSX 2015,"Patrick Wardle. (2015, March 1). Dylib Hijacking on OS X. Retrieved March 29, 2021.",https://www.virusbulletin.com/uploads/pdf/magazine/2015/vb201503-dylib-hijacking.pdf
Wardle Persistence Chapter,"Patrick Wardle. (n.d.). Chapter 0x2: Persistence. Retrieved April 13, 2022.",https://taomm.org/PDFs/vol1/CH%200x02%20Persistence.pdf
Washington Post WannaCry 2017,"Dwoskin, E. and Adam, K. (2017, May 14). More than 150 countries affected by massive cyberattack, Europol says. Retrieved March 25, 2019.",https://www.washingtonpost.com/business/economy/more-than-150-countries-affected-by-massive-cyberattack-europol-says/2017/05/14/5091465e-3899-11e7-9e48-c4f199710b69_story.html?utm_term=.7fa16b41cad4
Waterbug,"Based similarity in TTPs and malware used, Turla and Waterbug appear to be the same group.(Citation: Symantec Waterbug)",
WeLiveSecurity Gapz and Redyms Mar 2013,"Matrosov, A. (2013, March 19). Gapz and Redyms droppers based on Power Loader code. Retrieved December 16, 2017.",https://www.welivesecurity.com/2013/03/19/gapz-and-redyms-droppers-based-on-power-loader-code/
Wevtutil Microsoft Documentation,"Microsoft. (n.d.). wevtutil. Retrieved September 14, 2021.",https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/wevtutil
White House Imposing Costs RU Gov April 2021,"White House. (2021, April 15). Imposing Costs for Harmful Foreign Activities by the Russian Government. Retrieved April 16, 2021.",https://www.whitehouse.gov/briefing-room/statements-releases/2021/04/15/fact-sheet-imposing-costs-for-harmful-foreign-activities-by-the-russian-government/
WhiteBear,"The term WhiteBear is used both for the activity group (a subset of G0010) as well as the malware observed. Based on similarities in behavior and C2, WhiteBear is assessed to be the same as S0168. (Citation: Securelist WhiteBear Aug 2017)(Citation: ESET Crutch December 2020)",
Wikibooks Grsecurity,"Wikibooks. (2018, August 19). Grsecurity/The RBAC System. Retrieved June 4, 2020.",https://en.wikibooks.org/wiki/Grsecurity/The_RBAC_System
Wikipedia 802.1x,"Wikipedia. (2018, March 30). IEEE 802.1X. Retrieved April 11, 2018.",https://en.wikipedia.org/wiki/IEEE_802.1X
Wikipedia Active Directory,"Wikipedia. (2018, March 10). Active Directory. Retrieved April 11, 2018.",https://en.wikipedia.org/wiki/Active_Directory
Wikipedia BIOS,"Wikipedia. (n.d.). BIOS. Retrieved January 5, 2016.",https://en.wikipedia.org/wiki/BIOS
Wikipedia Binary-to-text Encoding,"Wikipedia. (2016, December 26). Binary-to-text encoding. Retrieved March 1, 2017.",https://en.wikipedia.org/wiki/Binary-to-text_encoding
Wikipedia Booting,"Wikipedia. (n.d.). Booting. Retrieved November 13, 2019.",https://en.wikipedia.org/wiki/Booting
Wikipedia Browser Extension,"Wikipedia. (2017, October 8). Browser Extension. Retrieved January 11, 2018.",https://en.wikipedia.org/wiki/Browser_extension
Wikipedia Character Encoding,"Wikipedia. (2017, February 19). Character Encoding. Retrieved March 1, 2017.",https://en.wikipedia.org/wiki/Character_encoding
Wikipedia Code Signing,"Wikipedia. (2015, November 10). Code Signing. Retrieved March 31, 2016.",https://en.wikipedia.org/wiki/Code_signing
Wikipedia Control Flow Integrity,"Wikipedia. (2018, January 11). Control-flow integrity. Retrieved March 12, 2018.",https://en.wikipedia.org/wiki/Control-flow_integrity
Wikipedia Duqu,"Wikipedia. (2017, December 29). Duqu. Retrieved April 10, 2018.",https://en.wikipedia.org/wiki/Duqu
Wikipedia File Header Signatures,"Wikipedia. (2016, March 31). List of file signatures. Retrieved April 22, 2016.",https://en.wikipedia.org/wiki/List_of_file_signatures
Wikipedia HPKP,"Wikipedia. (2017, February 28). HTTP Public Key Pinning. Retrieved March 31, 2017.",https://en.wikipedia.org/wiki/HTTP_Public_Key_Pinning
Wikipedia HTML Application,"Wikipedia. (2017, October 14). HTML Application. Retrieved October 27, 2017.",https://en.wikipedia.org/wiki/HTML_Application
Wikipedia Ifconfig,"Wikipedia. (2016, January 26). ifconfig. Retrieved April 17, 2016.",https://en.wikipedia.org/wiki/Ifconfig
Wikipedia LLMNR,"Wikipedia. (2016, July 7). Link-Local Multicast Name Resolution. Retrieved November 17, 2017.",https://en.wikipedia.org/wiki/Link-Local_Multicast_Name_Resolution
Wikipedia Loadable Kernel Module,"Wikipedia. (2018, March 17). Loadable kernel module. Retrieved April 9, 2018.",https://en.wikipedia.org/wiki/Loadable_kernel_module#Linux
Wikipedia Man in the Browser,"Wikipedia. (2017, October 28). Man-in-the-browser. Retrieved January 10, 2018.",https://en.wikipedia.org/wiki/Man-in-the-browser
Wikipedia OSI,"Wikipedia. (n.d.). List of network protocols (OSI model). Retrieved December 4, 2014.",http://en.wikipedia.org/wiki/List_of_network_protocols_%28OSI_model%29
Wikipedia Password cracking,"Wikipedia. (n.d.). Password cracking. Retrieved December 23, 2015.",https://en.wikipedia.org/wiki/Password_cracking
Wikipedia Public Key Crypto,"Wikipedia. (2017, June 29). Public-key cryptography. Retrieved July 5, 2017.",https://en.wikipedia.org/wiki/Public-key_cryptography
Wikipedia Root Certificate,"Wikipedia. (2016, December 6). Root certificate. Retrieved February 20, 2017.",https://en.wikipedia.org/wiki/Root_certificate
Wikipedia Rootkit,"Wikipedia. (2016, June 1). Rootkit. Retrieved June 2, 2016.",https://en.wikipedia.org/wiki/Rootkit
Wikipedia Screensaver,"Wikipedia. (2017, November 22). Screensaver. Retrieved December 5, 2017.",https://en.wikipedia.org/wiki/Screensaver
Wikipedia Server Message Block,"Wikipedia. (2017, December 16). Server Message Block. Retrieved December 21, 2017.",https://en.wikipedia.org/wiki/Server_Message_Block
Wikipedia Shared Resource,"Wikipedia. (2017, April 15). Shared resource. Retrieved June 30, 2017.",https://en.wikipedia.org/wiki/Shared_resource
Wikipedia UEFI,"Wikipedia. (2017, July 10). Unified Extensible Firmware Interface. Retrieved July 11, 2017.",https://en.wikipedia.org/wiki/Unified_Extensible_Firmware_Interface
Wikipedia VBA,"Wikipedia. (n.d.). Visual Basic for Applications. Retrieved August 13, 2020.",https://en.wikipedia.org/wiki/Visual_Basic_for_Applications
Wikipedia Windows Library Files,"Wikipedia. (2017, January 31). Microsoft Windows library files. Retrieved February 13, 2017.",https://en.wikipedia.org/wiki/Microsoft_Windows_library_files
Wikipedia Windows Registry,"Wikipedia. (n.d.). Windows Registry. Retrieved February 2, 2015.",https://en.wikipedia.org/wiki/Windows_Registry
Wikipedia pwdump,"Wikipedia. (2007, August 9). pwdump. Retrieved June 22, 2016.",https://en.wikipedia.org/wiki/Pwdump
WinOSBite verclsid.exe,"verclsid-exe. (2019, December 17). verclsid.exe File Information - What is it & How to Block . Retrieved August 10, 2020.",https://www.winosbite.com/verclsid-exe/
WinRAR Homepage,"A. Roshal. (2020). RARLAB. Retrieved February 20, 2020.",https://www.rarlab.com/
WinZip Homepage,"Corel Corporation. (2020). WinZip. Retrieved February 20, 2020.",https://www.winzip.com/win/en/
Windows Anonymous Enumeration of SAM Accounts,"Microsoft. (2017, April 19). Network access: Do not allow anonymous enumeration of SAM accounts and shares. Retrieved May 20, 2020.",https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-access-do-not-allow-anonymous-enumeration-of-sam-accounts-and-shares
Windows AppleJeus GReAT,"Global Research & Analysis Team, Kaspersky Lab (GReAT). (2018, August 23). Operation AppleJeus: Lazarus hits cryptocurrency exchange with fake installer and macOS malware. Retrieved September 27, 2022.",https://securelist.com/operation-applejeus/87553/
Windows Blogs Microsoft Edge Sandbox,"Cowan, C. (2017, March 23). Strengthening the Microsoft Edge Sandbox. Retrieved March 12, 2018.",https://blogs.windows.com/msedgedev/2017/03/23/strengthening-microsoft-edge-sandbox/
Windows Commands JPCERT,"Tomonaga, S. (2016, January 26). Windows Commands Abused by Attackers. Retrieved February 2, 2016.",https://blogs.jpcert.or.jp/en/2016/01/windows-commands-abused-by-attackers.html
Windows Event Forwarding Payne,"Payne, J. (2015, November 23). Monitoring what matters - Windows Event Forwarding for everyone (even if you already have a SIEM.). Retrieved February 1, 2016.",https://docs.microsoft.com/en-us/archive/blogs/jepayne/monitoring-what-matters-windows-event-forwarding-for-everyone-even-if-you-already-have-a-siem
Windows Getting Started Drivers,"Viviano, A. (2021, August 17). Getting started with Windows drivers: User mode and kernel mode. Retrieved September 24, 2021.",https://docs.microsoft.com/en-us/windows-hardware/drivers/gettingstarted/user-mode-and-kernel-mode
Windows Log Events,"Franklin Smith. (n.d.). Windows Security Log Events. Retrieved February 21, 2020.",https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/
Windows Malware Infecting Android,"Lucian Constantin. (2014, January 23). Windows malware tries to infect Android devices connected to PCs. Retrieved May 25, 2022.",https://www.computerworld.com/article/2486903/windows-malware-tries-to-infect-android-devices-connected-to-pcs.html
Windows NT Command Shell,"Tim Hill. (2014, February 2). The Windows NT Command Shell. Retrieved December 5, 2014.",https://docs.microsoft.com/en-us/previous-versions//cc723564(v=technet.10)?redirectedfrom=MSDN#XSLTsection127121120120
Windows OS Hub RDP,"Windows OS Hub. (2021, November 10). How to Allow Multiple RDP Sessions in Windows 10 and 11?. Retrieved March 28, 2022.",http://woshub.com/how-to-allow-multiple-rdp-sessions-in-windows-10/
Windows Privilege Escalation Guide,"absolomb. (2018, January 26). Windows Privilege Escalation Guide. Retrieved August 10, 2018.",https://www.absolomb.com/2018-01-26-Windows-Privilege-Escalation-Guide/
Windows Process Injection KernelCallbackTable,"odzhan. (2019, May 25). Windows Process Injection: KernelCallbackTable used by FinFisher / FinSpy. Retrieved February 4, 2022.",https://modexp.wordpress.com/2019/05/25/windows-injection-finspy/
Windows RDP Sessions,"Microsoft. (n.d.). Configure Timeout and Reconnection Settings for Remote Desktop Services Sessions. Retrieved December 11, 2017.",https://technet.microsoft.com/en-us/library/cc754272(v=ws.11).aspx
Windows Server Containers Are Open,"Daniel Prizmant. (2020, July 15). Windows Server Containers Are Open, and Here's How You Can Break Out. Retrieved October 1, 2021.",https://unit42.paloaltonetworks.com/windows-server-containers-vulnerabilities/
Windows Unquoted Services,"HackHappy. (2018, April 23). Windows Privilege Escalation – Unquoted Services. Retrieved August 10, 2018.",https://securityboulevard.com/2018/04/windows-privilege-escalation-unquoted-services/
WindowsIR Anti-Forensic Techniques,"Carvey, H. (2013, July 23). HowTo: Determine/Detect the use of Anti-Forensics Techniques. Retrieved June 3, 2016.",http://windowsir.blogspot.com/2013/07/howto-determinedetect-use-of-anti.html
Wine API samlib.dll,"Wine API. (n.d.). samlib.dll. Retrieved December 4, 2017.",https://source.winehq.org/WineAPI/samlib.html
Winexe Github Sept 2013,"Skalkotos, N. (2013, September 20). WinExe. Retrieved January 22, 2018.",https://github.com/skalkoto/winexe/
WireLurker,"Claud Xiao. (n.d.). WireLurker: A New Era in iOS and OS X Malware. Retrieved July 10, 2017.",https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/reports/Unit_42/unit42-wirelurker.pdf
Wired Lockergoga 2019,"Greenberg, A. (2019, March 25). A Guide to LockerGoga, the Ransomware Crippling Industrial Firms. Retrieved July 17, 2019.",https://www.wired.com/story/lockergoga-ransomware-crippling-industrial-firms/
